Rk,Player,Nation,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Pos1,Pos2
2029,Emerson Palmieri,ITA,West Ham,Premier League,28.0,1994.0,36,35,3137,34.9,1,2,3,1,0,0,10,0,1.5,1.5,2.4,3.9,59.0,125.0,124.0,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,DF,
2030,Joaquín Panichelli,ARG,Alavés,La Liga,20.0,2002.0,8,2,226,2.5,0,0,0,0,0,0,0,0,0.6,0.6,0.1,0.7,3.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0.22,0.04,0.26,0.22,0.26,FW,MF
2031,Miloš Pantović,SRB,Union Berlin,Bundesliga,27.0,1996.0,1,0,15,0.2,1,0,1,1,0,0,0,0,0.8,0.8,0.0,0.8,1.0,0.0,1.0,6.0,0.0,6.0,6.0,6.0,4.55,0.0,4.55,4.55,4.55,MF,
2032,Antonios Papadopoulos,GER,Dortmund,Bundesliga,23.0,1999.0,2,1,117,1.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
2033,Christos Papadopoulos,GRE,Genoa,Serie A,18.0,2004.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2034,Sokratis Papastathopoulos,GRE,Betis,La Liga,35.0,1988.0,15,12,1136,12.6,0,0,0,0,0,0,6,0,0.3,0.3,0.0,0.3,1.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,DF,
2035,Merveille Papela,GER,Mainz 05,Bundesliga,22.0,2001.0,11,3,257,2.9,0,0,0,0,0,0,1,0,0.3,0.3,0.3,0.6,6.0,12.0,10.0,0.0,0.0,0.0,0.0,0.0,0.11,0.11,0.22,0.11,0.22,MF,DF
2036,Leart Paqarada,KVX,Köln,Bundesliga,28.0,1994.0,17,11,1075,11.9,0,0,0,0,0,0,0,0,0.4,0.4,1.7,2.1,26.0,45.0,29.0,0.0,0.0,0.0,0.0,0.0,0.03,0.14,0.17,0.03,0.17,DF,
2037,Lucas Paquetá,BRA,West Ham,Premier League,25.0,1997.0,31,31,2622,29.1,4,6,10,2,2,2,10,0,5.4,3.8,5.4,9.2,34.0,187.0,116.0,0.14,0.21,0.34,0.07,0.27,0.18,0.18,0.37,0.13,0.32,FW,MF
2038,Victor Parada,ESP,Alavés,La Liga,21.0,2002.0,2,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,MF
2039,Aitor Paredes,ESP,Athletic Club,La Liga,23.0,2000.0,34,31,2704,30.0,1,0,1,1,0,0,9,1,1.2,1.2,0.2,1.4,6.0,107.0,1.0,0.03,0.0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,DF,
2040,Kevin Paredes,USA,Wolfsburg,Bundesliga,20.0,2003.0,28,15,1432,15.9,3,0,3,3,0,0,4,0,3.0,3.0,1.4,4.3,34.0,50.0,112.0,0.19,0.0,0.19,0.19,0.19,0.19,0.09,0.27,0.19,0.27,FW,MF
2041,Leandro Paredes,ARG,Roma,Serie A,29.0,1994.0,34,32,2634,29.3,3,5,8,0,3,3,15,1,3.3,1.0,2.3,3.2,36.0,214.0,19.0,0.1,0.17,0.27,0.0,0.17,0.11,0.08,0.19,0.03,0.11,MF,
2042,Daniel Parejo,ESP,Villarreal,La Liga,34.0,1989.0,33,29,2580,28.7,3,5,8,0,3,3,4,0,2.9,0.6,3.0,3.6,11.0,210.0,28.0,0.1,0.17,0.28,0.0,0.17,0.1,0.1,0.21,0.02,0.12,MF,
2043,Fabiano Parisi,ITA,Fiorentina,Serie A,22.0,2000.0,21,16,1454,16.2,0,1,1,0,0,0,4,0,0.9,0.9,2.4,3.3,50.0,78.0,64.0,0.0,0.06,0.06,0.0,0.06,0.06,0.15,0.2,0.06,0.2,DF,
2044,Ben Parkinson,ENG,Newcastle Utd,Premier League,18.0,2005.0,1,0,25,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2045,Thomas Partey,GHA,Arsenal,Premier League,30.0,1993.0,14,9,788,8.8,0,0,0,0,0,0,3,0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,MF,DF
2046,Mario Pašalić,CRO,Atalanta,Serie A,28.0,1995.0,34,23,2051,22.8,6,6,12,4,2,2,3,0,7.1,5.5,4.1,9.6,48.0,129.0,74.0,0.26,0.26,0.53,0.18,0.44,0.31,0.18,0.49,0.24,0.42,MF,
2047,Triantafyllos Pasaridīs,GRE,Salernitana,Serie A,27.0,1996.0,8,5,452,5.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,DF,
2048,Pascu,ESP,Villarreal,La Liga,20.0,2003.0,1,0,14,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2049,Felix Passlack,GER,Bochum,Bundesliga,25.0,1998.0,15,13,960,10.7,2,2,4,2,0,0,2,1,0.9,0.9,1.2,2.1,10.0,27.0,42.0,0.19,0.19,0.37,0.19,0.37,0.08,0.11,0.2,0.08,0.2,DF,
2050,Patric,ESP,Lazio,Serie A,30.0,1993.0,20,19,1608,17.9,2,0,2,2,0,0,4,0,1.4,1.4,0.2,1.5,3.0,72.0,12.0,0.11,0.0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,DF,
2051,Rui Patrício,POR,Roma,Serie A,35.0,1988.0,23,23,2070,23.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2052,Nathan Patterson,SCO,Everton,Premier League,21.0,2001.0,20,9,1005,11.2,0,2,2,0,0,0,4,0,0.3,0.3,1.7,2.0,17.0,38.0,39.0,0.0,0.18,0.18,0.0,0.18,0.03,0.15,0.18,0.03,0.18,DF,
2053,Gabriel Paulista,BRA,Atlético Madrid,La Liga,32.0,1990.0,5,5,405,4.5,0,0,0,0,0,0,1,0,0.2,0.2,0.1,0.3,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,DF,
2054,Gabriel Paulista,BRA,Valencia,La Liga,32.0,1990.0,18,16,1398,15.5,0,0,0,0,0,0,6,1,0.4,0.4,0.2,0.6,2.0,33.0,2.0,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.04,0.02,0.04,DF,
2055,Benjamin Pavard,FRA,Inter,Serie A,27.0,1996.0,23,21,1672,18.6,0,2,2,0,0,0,6,0,0.7,0.7,1.4,2.1,25.0,89.0,47.0,0.0,0.11,0.11,0.0,0.11,0.04,0.07,0.11,0.04,0.11,DF,
2056,Jiří Pavlenka,CZE,Werder Bremen,Bundesliga,31.0,1992.0,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2057,Aleksandar Pavlovic,GER,Bayern Munich,Bundesliga,19.0,2004.0,19,14,1227,13.6,2,2,4,2,0,0,6,0,1.2,1.2,1.0,2.2,14.0,105.0,14.0,0.15,0.15,0.29,0.15,0.29,0.09,0.07,0.16,0.09,0.16,MF,
2058,Leonardo Pavoletti,ITA,Cagliari,Serie A,34.0,1988.0,19,5,628,7.0,4,1,5,4,0,0,4,0,2.6,2.6,0.3,2.9,1.0,16.0,40.0,0.57,0.14,0.72,0.57,0.72,0.37,0.04,0.41,0.37,0.41,FW,
2059,Martín Payero,ARG,Udinese,Serie A,24.0,1998.0,29,21,1796,20.0,2,2,4,2,0,0,6,1,1.5,1.5,1.1,2.6,47.0,71.0,64.0,0.1,0.1,0.2,0.1,0.2,0.08,0.06,0.13,0.08,0.13,MF,
2060,Nicolás Paz,ARG,Real Madrid,La Liga,18.0,2004.0,4,0,23,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,3.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.31,0.31,0.31,MF,FW
2061,Myles Peart-Harris,ENG,Brentford,Premier League,20.0,2002.0,3,0,13,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,DF,MF
2062,Sydie Peck,ENG,Sheffield Utd,Premier League,18.0,2004.0,1,0,10,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MF,
2063,Mads Pedersen,DEN,Augsburg,Bundesliga,26.0,1996.0,27,19,1786,19.8,1,1,2,1,0,0,5,1,0.8,0.8,1.5,2.3,56.0,66.0,79.0,0.05,0.05,0.1,0.05,0.1,0.04,0.07,0.12,0.04,0.12,DF,
2064,Marcus Pedersen,NOR,Sassuolo,Serie A,23.0,2000.0,28,16,1613,17.9,0,2,2,0,0,0,4,0,0.1,0.1,1.1,1.2,43.0,31.0,90.0,0.0,0.11,0.11,0.0,0.11,0.01,0.06,0.06,0.01,0.06,DF,
2065,Alfonso Pedraza,ESP,Villarreal,La Liga,27.0,1996.0,19,14,1116,12.4,1,3,4,1,0,0,4,1,0.6,0.6,3.6,4.2,56.0,31.0,97.0,0.08,0.24,0.32,0.08,0.32,0.05,0.29,0.34,0.05,0.34,DF,
2066,Pedri,ESP,Barcelona,La Liga,20.0,2002.0,24,16,1476,16.4,4,2,6,4,0,0,3,0,3.1,3.1,4.2,7.3,41.0,136.0,81.0,0.24,0.12,0.37,0.24,0.37,0.19,0.25,0.44,0.19,0.44,MF,FW
2067,Pedro,ESP,Lazio,Serie A,36.0,1987.0,33,5,816,9.1,1,1,2,1,0,0,4,0,1.5,1.5,2.1,3.6,31.0,33.0,81.0,0.11,0.11,0.22,0.11,0.22,0.17,0.23,0.39,0.17,0.39,FW,MF
2068,Adrià Pedrosa,ESP,Sevilla,La Liga,25.0,1998.0,31,15,1753,19.5,1,4,5,1,0,0,1,0,0.7,0.7,3.2,3.9,46.0,61.0,109.0,0.05,0.21,0.26,0.05,0.26,0.04,0.16,0.2,0.04,0.2,DF,
2069,Jordan Pefok,USA,Gladbach,Bundesliga,27.0,1996.0,25,18,1420,15.8,5,3,8,5,0,0,2,0,6.5,6.5,2.5,8.9,5.0,22.0,73.0,0.32,0.19,0.51,0.32,0.51,0.41,0.16,0.57,0.41,0.57,FW,
2070,Jordan Pefok,USA,Union Berlin,Bundesliga,27.0,1996.0,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.0,0.4,FW,
2071,Dženan Pejčinović,GER,Wolfsburg,Bundesliga,18.0,2005.0,4,0,37,0.4,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.3,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.29,0.34,0.63,0.29,0.63,FW,
2072,Pietro Pellegri,ITA,Torino,Serie A,22.0,2001.0,24,7,756,8.4,1,1,2,1,0,0,3,0,1.0,1.0,0.3,1.4,14.0,8.0,52.0,0.12,0.12,0.24,0.12,0.24,0.12,0.04,0.16,0.12,0.16,FW,
2073,Lorenzo Pellegrini,ITA,Roma,Serie A,27.0,1996.0,29,20,1859,20.7,8,3,11,7,1,1,7,0,4.8,4.0,2.4,6.4,43.0,94.0,97.0,0.39,0.15,0.53,0.34,0.48,0.23,0.12,0.35,0.19,0.31,MF,
2074,Luca Pellegrini,ITA,Lazio,Serie A,24.0,1999.0,19,8,786,8.7,1,0,1,1,0,0,7,1,0.2,0.2,0.3,0.5,18.0,46.0,30.0,0.11,0.0,0.11,0.11,0.11,0.03,0.03,0.06,0.03,0.06,DF,
2075,Marco Pellegrino,ESP,Salernitana,Serie A,25.0,1997.0,10,5,545,6.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.1,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,DF,
2076,Marco Pellegrino,ESP,Milan,Serie A,25.0,1997.0,1,0,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,DF,
2077,Facundo Pellistri,URU,Manchester Utd,Premier League,21.0,2001.0,9,1,172,1.9,0,1,1,0,0,0,0,0,0.7,0.7,0.1,0.8,6.0,6.0,31.0,0.0,0.52,0.52,0.0,0.52,0.38,0.05,0.43,0.38,0.43,FW,MF
2078,Facundo Pellistri,URU,Granada,La Liga,21.0,2001.0,15,14,1232,13.7,2,1,3,2,0,0,2,1,2.5,2.5,1.2,3.7,33.0,22.0,96.0,0.15,0.07,0.22,0.15,0.22,0.18,0.09,0.27,0.18,0.27,MF,FW
2079,Andy Pelmard,FRA,Clermont Foot,Ligue 1,23.0,2000.0,34,33,2989,33.2,0,0,0,0,0,0,1,0,0.3,0.3,0.6,1.0,39.0,120.0,7.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,DF,
2080,Aurélien Pelon,FRA,Lorient,Ligue 1,19.0,2004.0,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DF,
2081,Faris Pemi Moumbagna,CMR,Marseille,Ligue 1,23.0,2000.0,13,5,547,6.1,3,1,4,3,0,0,2,1,1.7,1.7,1.1,2.8,6.0,16.0,32.0,0.49,0.16,0.66,0.49,0.66,0.28,0.18,0.47,0.28,0.47,FW,
2082,Iñaki Peña,ESP,Barcelona,La Liga,24.0,1999.0,10,10,900,10.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2083,Marcos Peña,ESP,Almería,La Liga,18.0,2005.0,7,4,441,4.9,0,0,0,0,0,0,3,0,0.2,0.2,0.0,0.2,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.01,0.04,0.04,0.04,MF,
2084,Rubén Peña,ESP,Osasuna,La Liga,32.0,1991.0,29,26,2088,23.2,0,2,2,0,0,0,3,0,0.9,0.9,2.6,3.5,62.0,78.0,147.0,0.0,0.09,0.09,0.0,0.09,0.04,0.11,0.15,0.04,0.15,DF,FW
2085,Pepín,EQG,Monza,Serie A,26.0,1996.0,10,2,241,2.7,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.2,1.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,0.06,0.02,0.08,0.06,0.08,MF,FW
2086,Alberto Perea,ESP,Granada,La Liga,32.0,1990.0,2,0,2,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.87,4.87,0.0,4.87,MF,FW
2087,Andreas Pereira,BRA,Fulham,Premier League,27.0,1996.0,37,34,2613,29.0,3,7,10,3,0,0,6,0,4.6,4.6,7.1,11.7,56.0,138.0,125.0,0.1,0.24,0.34,0.1,0.34,0.16,0.24,0.4,0.16,0.4,MF,
2088,Danilo Pereira,POR,Paris S-G,Ligue 1,31.0,1991.0,26,22,1995,22.2,0,0,0,0,0,0,2,0,1.4,1.4,0.0,1.4,28.0,148.0,2.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06,DF,
2089,Mathias Pereira Lage,POR,Brest,Ligue 1,26.0,1996.0,30,12,1187,13.2,3,2,5,3,0,0,3,0,3.5,3.5,1.7,5.2,19.0,23.0,95.0,0.23,0.15,0.38,0.23,0.38,0.27,0.13,0.4,0.27,0.4,FW,MF
2090,Pedro Pereira,POR,Monza,Serie A,25.0,1998.0,23,9,841,9.3,0,2,2,0,0,0,3,0,0.2,0.2,1.2,1.4,20.0,43.0,69.0,0.0,0.21,0.21,0.0,0.21,0.02,0.12,0.14,0.02,0.14,DF,
2091,Daniel Peretz,ISR,Bayern Munich,Bundesliga,23.0,2000.0,1,0,17,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2092,Roberto Pereyra,ARG,Udinese,Serie A,32.0,1991.0,27,22,1858,20.6,4,3,7,3,1,1,6,0,3.5,2.7,1.9,4.7,39.0,70.0,82.0,0.19,0.15,0.34,0.15,0.29,0.17,0.09,0.27,0.13,0.23,FW,MF
2093,Ayoze Pérez,ESP,Betis,La Liga,30.0,1993.0,31,29,2294,25.5,9,1,10,9,0,0,4,0,7.4,7.4,3.9,11.3,90.0,80.0,175.0,0.35,0.04,0.39,0.35,0.39,0.29,0.15,0.44,0.29,0.44,FW,
2094,Carles Pérez,ESP,Celta Vigo,La Liga,25.0,1998.0,16,7,772,8.6,1,1,2,1,0,0,3,0,1.2,1.2,1.3,2.4,34.0,18.0,66.0,0.12,0.12,0.23,0.12,0.23,0.14,0.15,0.28,0.14,0.28,MF,DF
2095,Francisco Perez,ESP,Valencia,La Liga,20.0,2002.0,32,27,2049,22.8,1,4,5,1,0,0,4,0,1.1,1.1,2.6,3.6,59.0,41.0,145.0,0.04,0.18,0.22,0.04,0.22,0.05,0.11,0.16,0.05,0.16,MF,FW
2096,Kike Pérez,ESP,Rayo Vallecano,La Liga,26.0,1997.0,24,9,835,9.3,1,0,1,1,0,0,7,0,1.9,1.9,0.6,2.4,17.0,47.0,42.0,0.11,0.0,0.11,0.11,0.11,0.2,0.06,0.26,0.2,0.26,MF,FW
2097,Nehuén Pérez,ARG,Udinese,Serie A,23.0,2000.0,36,36,3238,36.0,0,0,0,0,0,0,9,1,1.3,1.3,0.2,1.5,28.0,119.0,24.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,DF,
2098,Matteo Perez Vinlöf,SWE,Bayern Munich,Bundesliga,17.0,2005.0,1,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2099,Simone Perilli,ITA,Hellas Verona,Serie A,28.0,1995.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2100,Mattia Perin,ITA,Juventus,Serie A,30.0,1992.0,3,3,225,2.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2101,Samuele Perisan,ITA,Empoli,Serie A,25.0,1997.0,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2102,Ivan Perišić,CRO,Tottenham,Premier League,34.0,1989.0,5,0,103,1.1,0,1,1,0,0,0,2,0,0.1,0.1,0.9,1.0,15.0,9.0,17.0,0.0,0.87,0.87,0.0,0.87,0.1,0.75,0.85,0.1,0.85,FW,
2103,Romain Perraud,FRA,Nice,Ligue 1,25.0,1997.0,19,2,370,4.1,0,1,1,0,0,0,2,0,0.0,0.0,0.9,1.0,6.0,11.0,13.0,0.0,0.24,0.24,0.0,0.24,0.01,0.23,0.24,0.01,0.24,DF,FW
2104,Lucas Perrin,FRA,Strasbourg,Ligue 1,24.0,1998.0,31,30,2723,30.3,0,1,1,0,0,0,3,0,0.6,0.6,0.8,1.4,17.0,115.0,8.0,0.0,0.03,0.03,0.0,0.03,0.02,0.03,0.05,0.02,0.05,DF,
2105,Máximo Perrone,ARG,Las Palmas,La Liga,20.0,2003.0,29,20,1623,18.0,0,0,0,0,0,0,6,0,0.2,0.2,0.5,0.8,12.0,78.0,22.0,0.0,0.0,0.0,0.0,0.0,0.01,0.03,0.04,0.01,0.04,MF,
2106,Pavao Pervan,AUT,Wolfsburg,Bundesliga,35.0,1987.0,9,9,810,9.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2107,Matteo Pessina,ITA,Monza,Serie A,26.0,1997.0,37,37,3222,35.8,6,3,9,2,4,5,5,1,6.3,2.4,1.1,3.5,69.0,190.0,53.0,0.17,0.08,0.25,0.06,0.14,0.18,0.03,0.21,0.07,0.1,MF,
2108,Andrea Petagna,ITA,Cagliari,Serie A,28.0,1995.0,18,13,995,11.1,1,1,2,1,0,0,2,0,1.6,1.6,1.0,2.6,11.0,14.0,56.0,0.09,0.09,0.18,0.09,0.18,0.15,0.09,0.23,0.15,0.23,FW,
2109,Denis Petrić,SRB,Nantes,Ligue 1,35.0,1988.0,1,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2110,Njegoš Petrović,SRB,Granada,La Liga,24.0,1999.0,10,0,157,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08,MF,FW
2111,Đorđe Petrović,SRB,Chelsea,Premier League,23.0,1999.0,23,22,1987,22.1,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2112,Jens Petter Hauge,NOR,Eint Frankfurt,Bundesliga,23.0,1999.0,10,0,147,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,7.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,MF,FW
2113,Germán Pezzella,ARG,Betis,La Liga,32.0,1991.0,32,32,2767,30.7,1,0,1,1,0,0,7,0,2.0,2.0,0.3,2.3,5.0,64.0,1.0,0.03,0.0,0.03,0.03,0.03,0.07,0.01,0.08,0.07,0.08,DF,
2114,Giuseppe Pezzella,ITA,Empoli,Serie A,25.0,1997.0,19,14,1085,12.1,0,0,0,0,0,0,4,0,0.2,0.2,0.5,0.6,44.0,44.0,36.0,0.0,0.0,0.0,0.0,0.0,0.01,0.04,0.05,0.01,0.05,DF,
2115,Luca Pfeiffer,GER,Darmstadt 98,Bundesliga,26.0,1996.0,24,20,1619,18.0,1,4,5,1,0,0,3,0,4.6,4.6,1.7,6.3,15.0,37.0,81.0,0.06,0.22,0.28,0.06,0.28,0.26,0.09,0.35,0.26,0.35,FW,MF
2116,Patric Pfeiffer,GER,Augsburg,Bundesliga,23.0,1999.0,11,4,511,5.7,0,1,1,0,0,0,0,0,0.5,0.5,0.8,1.3,1.0,19.0,4.0,0.0,0.18,0.18,0.0,0.18,0.09,0.14,0.22,0.09,0.22,DF,
2117,Maximilian Philipp,GER,Freiburg,Bundesliga,29.0,1994.0,17,1,323,3.6,1,0,1,1,0,0,2,0,0.5,0.5,0.4,0.9,3.0,6.0,28.0,0.28,0.0,0.28,0.28,0.28,0.14,0.11,0.25,0.14,0.25,FW,MF
2118,Kalvin Phillips,ENG,West Ham,Premier League,27.0,1995.0,8,3,309,3.4,0,0,0,0,0,0,3,1,0.1,0.1,0.0,0.1,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,MF,
2119,Kalvin Phillips,ENG,Manchester City,Premier League,27.0,1995.0,4,0,93,1.0,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,MF,
2120,Jaden Philogene Bidace,ENG,Aston Villa,Premier League,21.0,2002.0,1,0,4,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FW,
2121,Kamil Piątkowski,POL,Granada,La Liga,23.0,2000.0,9,6,505,5.6,0,0,0,0,0,0,1,1,0.8,0.8,0.1,0.9,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14,0.02,0.17,0.14,0.17,DF,
2122,Roberto Piccoli,ITA,Empoli,Serie A,22.0,2001.0,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,FW,
2123,Roberto Piccoli,ITA,Lecce,Serie A,22.0,2001.0,35,12,1378,15.3,5,0,5,4,1,1,5,0,6.4,5.6,0.9,6.5,25.0,19.0,72.0,0.33,0.0,0.33,0.26,0.26,0.42,0.06,0.48,0.37,0.43,FW,
2124,Florian Pick,GER,Heidenheim,Bundesliga,27.0,1995.0,22,1,327,3.6,0,1,1,0,0,0,2,0,0.3,0.3,0.8,1.1,12.0,12.0,34.0,0.0,0.28,0.28,0.0,0.28,0.08,0.21,0.29,0.08,0.29,MF,FW
2125,Jordan Pickford,ENG,Everton,Premier League,29.0,1994.0,38,38,3420,38.0,0,0,0,0,0,0,5,0,0.0,0.0,0.1,0.1,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GK,
2126,Amos Pieper,GER,Werder Bremen,Bundesliga,25.0,1998.0,7,7,590,6.6,0,0,0,0,0,0,0,0,0.5,0.5,0.8,1.2,3.0,24.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.12,0.19,0.07,0.19,DF,
2127,Marvin Pieringer,GER,Heidenheim,Bundesliga,23.0,1999.0,31,18,1513,16.8,3,3,6,3,0,0,5,0,2.3,2.3,2.1,4.4,28.0,41.0,72.0,0.18,0.18,0.36,0.18,0.36,0.14,0.13,0.26,0.14,0.26,MF,FW
2128,Santiago Pierotti,ARG,Lecce,Serie A,22.0,2001.0,11,0,200,2.2,0,2,2,0,0,0,0,0,0.5,0.5,1.0,1.5,4.0,5.0,20.0,0.0,0.9,0.9,0.0,0.9,0.22,0.47,0.69,0.22,0.69,MF,FW
2129,Niccolò Pierozzi,ITA,Salernitana,Serie A,21.0,2001.0,12,11,871,9.7,1,0,1,1,0,0,6,0,0.2,0.2,0.0,0.3,3.0,16.0,20.0,0.1,0.0,0.1,0.1,0.1,0.03,0.01,0.03,0.03,0.03,DF,
